4.477262496948242188e-03,4.942536354064941406e-03,1.941263675689697266e-03
4.477262496948242188e-03,4.942536354064941406e-03,1.941263675689697266e-03
3.477334976196289062e-03,3.942489624023437500e-03,9.412765502929687500e-04
2.483606338500976562e-03,2.983450889587402344e-03,-8.940696716308593750e-07
2.675056457519531250e-03,3.065943717956542969e-03,-7.468461990356445312e-05
2.719163894653320312e-03,3.383874893188476562e-03,-6.055235862731933594e-04
2.915382385253906250e-03,3.583908081054687500e-03,-1.307487487792968750e-03
3.323078155517578125e-03,3.610253334045410156e-03,-1.980364322662353516e-03
3.920793533325195312e-03,3.489017486572265625e-03,-2.750217914581298828e-03
4.640340805053710938e-03,3.499269485473632812e-03,-3.551363945007324219e-03
5.286216735839843750e-03,3.311395645141601562e-03,-4.395842552185058594e-03
5.622625350952148438e-03,3.043532371520996094e-03,-5.087196826934814453e-03
5.851984024047851562e-03,2.634167671203613281e-03,-5.656898021697998047e-03
5.860567092895507812e-03,2.215623855590820312e-03,-6.093502044677734375e-03
5.748748779296875000e-03,1.835584640502929688e-03,-6.394922733306884766e-03
5.624532699584960938e-03,1.478791236877441406e-03,-6.467700004577636719e-03
5.486249923706054688e-03,1.059532165527343750e-03,-6.411552429199218750e-03
5.309104919433593750e-03,4.985332489013671875e-04,-6.227076053619384766e-03
5.213737487792968750e-03,-4.398822784423828125e-05,-5.987942218780517578e-03
5.196571350097656250e-03,-5.546808242797851562e-04,-5.646526813507080078e-03
5.317926406860351562e-03,-1.030445098876953125e-03,-5.339086055755615234e-03
5.390644073486328125e-03,-1.352906227111816406e-03,-5.035698413848876953e-03
5.668163299560546875e-03,-1.555800437927246094e-03,-4.742443561553955078e-03
5.987167358398437500e-03,-1.671671867370605469e-03,-4.456698894500732422e-03
6.164789199829101562e-03,-1.564741134643554688e-03,-4.222214221954345703e-03
6.204605102539062500e-03,-1.457214355468750000e-03,-3.999412059783935547e-03
6.189584732055664062e-03,-1.236557960510253906e-03,-3.923654556274414062e-03
6.041526794433593750e-03,-9.838342666625976562e-04,-3.883302211761474609e-03
5.798578262329101562e-03,-7.096529006958007812e-04,-3.798007965087890625e-03
5.466699600219726562e-03,-4.506111145019531250e-04,-3.641664981842041016e-03
5.050659179687500000e-03,-2.561807632446289062e-04,-3.399014472961425781e-03
4.709959030151367188e-03,-7.295608520507812500e-05,-3.194034099578857422e-03
4.452705383300781250e-03,2.808570861816406250e-04,-2.903640270233154297e-03
4.428625106811523438e-03,7.849931716918945312e-04,-2.561032772064208984e-03
4.573106765747070312e-03,1.372694969177246094e-03,-2.208769321441650391e-03
